ProductID,ProductPrice,CustomerAge,CustomerGender,PurchaseFrequency,CustomerSatisfaction,PurchaseIntent,ProductCategory_Laptops,ProductCategory_Smart Watches,ProductCategory_Smartphones,ProductCategory_Tablets,ProductBrand_HP,ProductBrand_Other Brands,ProductBrand_Samsung,ProductBrand_Sony 
7446,-0.4608252898575984,0.973346556718146,0,-0.1931261530717924,3,0,0,0,0,0,0,1,0,0
7447,-0.1940759026611933,1.3054787333093376,0,-0.5593577960650779,5,1,0,0,1,0,1,0,0,0
7448,-1.1222118040482765,0.973346556718146,0,-1.2918210820516487,1,0,0,1,0,0,0,1,0,0
7449,-0.899533652796086,-1.6172844206931485,0,-0.3762419745684351,1,0,0,1,0,0,1,0,0,0
7450,-0.525714900153978,0.4419350741722395,1,0.905568775908064,1,1,0,0,1,0,0,0,1,0
7451,-0.3734682633349786,-0.2223292790101437,1,1.0886845974047068,2,1,0,0,0,0,0,1,0,0
7452,-0.6048805068372081,1.3054787333093376,1,-0.9255894390583632,1,1,1,0,0,0,1,0,0,0
7453,-1.2261763536545187,0.6412143801269544,0,-0.5593577960650779,3,0,0,0,0,1,0,1,0,0
7454,-1.5734345149315023,-0.0230499730554287,0,1.454916240397992,3,0,1,0,0,0,0,0,0,0
7455,0.2458607054002674,0.0433764622628095,1,0.5393371329147785,4,1,1,0,0,0,0,0,1,0
7456,-1.0753121241099493,-1.2187258087837187,0,0.7224529544114212,3,0,0,0,0,1,0,0,1,0
7457,-1.1179620644099315,1.4383316039458145,0,0.7224529544114212,4,1,1,0,0,0,0,1,0,0
7458,1.4623374574436114,-0.5544614556013354,1,-0.5593577960650779,3,1,0,0,0,1,0,0,0,0
7459,0.9696497579055487,0.7740672507634311,0,-1.4749369035482915,5,1,0,0,0,0,0,0,0,0
7460,-0.6881821244667183,-0.3551821496466204,0,-1.108705260555006,5,1,0,0,0,1,0,0,0,0
7461,1.4911998659704633,-1.6172844206931485,1,-1.108705260555006,3,0,0,0,1,0,0,1,0,0
7462,-0.8274130965992569,1.571184474582291,1,1.454916240397992,1,1,1,0,0,0,0,0,0,0
7463,0.531955309580772,-1.3515786794201954,0,0.7224529544114212,4,0,0,0,1,0,1,0,0,0
7464,-1.6161308611815508,-1.6172844206931485,1,1.638032061894635,1,0,0,1,0,0,0,1,0,0
7465,-1.6007874103322428,0.4419350741722395,0,1.2718004189013494,5,1,1,0,0,0,1,0,0,0
7466,-0.0925037578722563,0.9069201213999076,1,1.0886845974047068,2,1,0,1,0,0,0,0,1,0
7467,-0.9959029972323958,0.5747879448087161,0,0.173105489921493,4,1,0,0,1,0,0,1,0,0
7468,0.9420740347258124,-1.1522993734654805,0,-0.9255894390583632,3,0,1,0,0,0,0,1,0,0
7469,0.8217825414848872,-1.2187258087837187,1,-0.0100103315751496,3,0,0,0,0,0,1,0,0,0
7470,-1.5599432314931685,-0.6873143262378121,1,0.905568775908064,2,1,0,0,1,0,0,0,0,1
7471,-0.3219324784526885,1.7040373452187676,0,-0.3762419745684351,1,0,0,0,1,0,0,0,0,1
7472,0.0134262023303979,1.4383316039458145,1,0.7224529544114212,1,1,0,0,0,0,0,0,0,0
7473,1.29094292490894,0.4419350741722395,0,0.5393371329147785,2,0,0,1,0,0,1,0,0,0
7474,-1.0268763984518154,-0.9530200675107652,1,-1.6580527250449342,3,0,1,0,0,0,0,0,1,0
7475,-0.35998313904648,-0.6873143262378121,0,-1.108705260555006,5,1,0,0,1,0,1,0,0,0
7476,-1.6258437103281784,-0.3551821496466204,0,1.454916240397992,5,1,0,0,1,0,0,0,0,1
7477,0.7887862603376632,-0.4880350202830971,1,0.5393371329147785,5,1,1,0,0,0,1,0,0,0
7478,0.6021152069763732,1.3054787333093376,1,0.173105489921493,1,1,0,1,0,0,0,0,1,0
7479,-1.4159198870776293,0.7076408154451928,0,0.7224529544114212,3,0,0,0,0,1,1,0,0,0
7480,-0.7612657731328902,-0.2223292790101437,1,-0.5593577960650779,5,1,0,1,0,0,0,0,0,1
7481,0.5068357667132403,0.9069201213999076,1,-1.4749369035482915,4,1,0,0,1,0,0,0,0,0
7482,-0.4356621453860439,1.1726258626728612,1,1.454916240397992,2,1,0,0,1,0,0,1,0,0
7483,0.9374011316572546,0.8404936860816694,0,-1.6580527250449342,3,0,0,0,1,0,0,1,0,0
7484,-0.4179086080718017,0.3090822035357628,0,-0.7424736175617206,1,0,0,1,0,0,0,0,0,1
7485,-1.4107730063876889,-1.5508579853749105,0,-1.6580527250449342,1,0,0,1,0,0,1,0,0,0
7486,1.118683548298344,-0.5544614556013354,1,0.7224529544114212,5,1,1,0,0,0,0,1,0,0
7487,-0.0956229927403562,-0.9530200675107652,0,1.0886845974047068,5,0,0,0,0,1,1,0,0,0
7488,-1.6922981990995114,0.1762293328992862,0,-0.0100103315751496,4,1,0,1,0,0,1,0,0,0
7489,-0.9500128239076824,0.3090822035357628,1,-1.6580527250449342,2,1,0,0,0,1,1,0,0,0
7490,-0.0551956802057139,-0.4216085849648587,0,-0.7424736175617206,4,1,0,0,0,0,0,0,0,1
7491,-0.6427065587380222,-0.0230499730554287,1,-1.108705260555006,2,1,0,0,1,0,0,0,0,0
7492,-1.3670118351713585,-1.285152244101957,0,-0.1931261530717924,1,0,1,0,0,0,0,0,1,0
7493,0.4540973147973328,1.4383316039458145,1,1.2718004189013494,4,1,0,0,1,0,0,0,0,0
7494,-1.4508894723709194,1.7040373452187676,0,0.173105489921493,2,0,1,0,0,0,0,0,0,1
7495,-0.9379740519362484,0.5083615094904779,0,-0.5593577960650779,5,1,0,0,0,1,1,0,0,0
7496,0.1339209299224403,0.9069201213999076,0,-1.2918210820516487,4,1,0,0,1,0,0,0,0,1
7497,0.7469243305510594,-0.8865936321925271,1,-0.5593577960650779,5,1,0,0,0,0,0,0,0,0
7498,-0.0906927048831835,0.4419350741722395,1,-0.0100103315751496,2,1,0,0,0,1,0,0,0,0
7499,-0.4610275650047579,-0.0230499730554287,1,0.905568775908064,4,1,1,0,0,0,1,0,0,0
7500,-0.6387709965952854,-1.4180051147384336,1,-1.2918210820516487,2,0,0,0,0,1,0,0,0,0
7501,-1.4614846940817752,-0.2223292790101437,0,1.638032061894635,1,0,0,0,0,1,0,0,0,1
7502,-1.269446437509122,-0.2887557143283821,1,-1.2918210820516487,2,1,0,0,1,0,0,0,1,0
7503,0.7875585696490385,-0.2887557143283821,1,-1.4749369035482915,2,1,0,0,0,0,0,0,0,1
7504,-0.8383175520492417,0.1098028975810478,1,-0.0100103315751496,1,1,0,0,0,1,1,0,0,0
7505,1.2228712313997183,-0.9530200675107652,0,-0.9255894390583632,4,0,0,1,0,0,0,0,0,1
7506,-0.4154575057564281,-0.8865936321925271,1,1.638032061894635,5,1,0,1,0,0,1,0,0,0
7507,-1.2325326558127798,0.7076408154451928,1,-1.108705260555006,4,1,0,0,0,1,0,0,0,0
7508,-1.1459565574801458,-0.5544614556013354,0,-0.5593577960650779,4,1,0,0,0,0,0,0,0,0
7509,0.3392208857916799,-0.6208878909195737,0,-0.5593577960650779,3,0,0,0,0,1,0,0,1,0
7510,1.4504360523961457,-1.1522993734654805,0,0.173105489921493,5,0,1,0,0,0,0,0,0,1
7511,1.755604514038093,-1.285152244101957,1,-0.9255894390583632,1,0,1,0,0,0,0,0,1,0
7512,-0.1007369175441682,-0.2887557143283821,0,-0.7424736175617206,5,1,0,0,1,0,1,0,0,0
7513,-1.1971852635786302,-1.3515786794201954,0,-0.9255894390583632,1,0,0,0,0,0,0,0,0,0
7514,0.7716623572745881,0.9069201213999076,0,0.173105489921493,1,0,0,0,0,0,0,1,0,0
7515,-0.096461175525371,1.5047580392640527,0,-0.0100103315751496,3,0,0,0,1,0,0,0,0,1
7516,-0.7724373463995886,-0.2887557143283821,1,0.905568775908064,1,1,0,0,0,0,0,0,1,0
7517,0.4185219703936972,0.6412143801269544,1,0.7224529544114212,3,1,0,1,0,0,0,0,0,1
7518,-0.8577494650442192,0.4419350741722395,0,-0.5593577960650779,3,0,0,0,0,0,1,0,0,0
7519,-1.1636201403821262,1.7040373452187676,0,0.173105489921493,2,0,0,0,0,0,0,0,1,0
7520,0.4860982519291779,-0.7537407615560504,1,-1.2918210820516487,5,1,0,0,0,1,0,1,0,0
7521,-1.222520281613514,-0.2887557143283821,1,-0.5593577960650779,1,1,0,1,0,0,0,0,0,1
7522,1.5820708891960191,1.3054787333093376,1,0.173105489921493,1,1,1,0,0,0,0,0,1,0
7523,-0.0046335644624368,-0.6208878909195737,1,1.638032061894635,4,1,0,1,0,0,0,0,1,0
7524,-1.482909002635159,1.0397729920363843,0,0.173105489921493,2,0,0,0,1,0,0,0,0,0
7525,0.22057880039247,1.7040373452187676,0,0.7224529544114212,1,0,0,0,0,0,0,0,0,0
7526,0.9169701451992494,-1.085872938147242,1,-1.108705260555006,4,1,0,0,0,1,1,0,0,0
7527,1.491577440461017,-0.6208878909195737,1,0.3562213114181358,4,1,0,0,0,1,0,0,1,0
7528,1.1303169606772454,1.4383316039458145,0,-0.0100103315751496,1,0,0,1,0,0,1,0,0,0
7529,0.9975377092037048,-1.6172844206931485,0,0.905568775908064,5,0,0,0,1,0,0,0,0,0
7530,-1.1279930245114116,-1.285152244101957,1,1.0886845974047068,3,0,0,0,1,0,0,0,1,0
7531,-1.1632359077387742,0.7740672507634311,0,1.454916240397992,5,1,1,0,0,0,0,1,0,0
7532,1.1797544061650047,-1.484431550056672,1,0.905568775908064,4,1,0,0,0,0,1,0,0,0
7533,-0.097151940953391,-1.1522993734654805,0,-0.5593577960650779,1,0,1,0,0,0,0,0,0,1
7534,1.5337806648970247,-1.285152244101957,1,1.2718004189013494,3,0,0,0,0,0,0,0,0,1
7535,-1.5793602748987532,-0.7537407615560504,0,0.905568775908064,4,1,1,0,0,0,1,0,0,0
7536,-1.340251109997558,-1.2187258087837187,0,0.5393371329147785,4,0,0,0,1,0,0,1,0,0
7537,1.5706198147413115,1.1061994273546227,1,1.638032061894635,5,1,0,0,0,1,1,0,0,0
7538,-0.918623326518566,-0.1559028436919054,0,0.905568775908064,3,0,0,0,0,1,0,0,0,0
7539,-1.681781229030621,0.7740672507634311,1,1.2718004189013494,1,1,0,1,0,0,0,1,0,0
7540,0.8787844862886497,1.7040373452187676,1,0.173105489921493,2,1,0,0,0,0,0,0,0,1
7541,1.0111040368553927,0.1762293328992862,0,0.173105489921493,1,0,0,1,0,0,0,1,0,0
7542,-1.583702926816237,1.1726258626728612,1,-0.7424736175617206,2,1,1,0,0,0,0,0,1,0
7543,-1.11840435829546,0.8404936860816694,0,0.7224529544114212,3,0,0,0,0,1,0,0,0,1
7544,-0.678347191672348,0.0433764622628095,0,1.454916240397992,5,1,1,0,0,0,0,0,1,0
7545,1.004007683297112,-0.5544614556013354,1,1.638032061894635,5,1,0,0,0,0,0,0,0,1
7546,0.9504500001045356,0.973346556718146,1,1.638032061894635,3,1,0,0,0,0,0,0,0,0
7547,-0.5704076517000829,1.1061994273546227,0,0.7224529544114212,5,1,0,1,0,0,0,1,0,0
7548,1.1488006004220148,-1.683710856011387,1,0.173105489921493,5,1,1,0,0,0,1,0,0,0
7549,-0.3109458430831232,1.5047580392640527,1,0.905568775908064,2,1,0,0,1,0,0,1,0,0
7550,-0.815613732897944,0.5083615094904779,0,1.0886845974047068,1,0,1,0,0,0,0,0,0,1
7551,0.3344088511530791,-1.683710856011387,1,0.3562213114181358,5,1,0,0,0,0,1,0,0,0
7552,-0.5982202476461125,-0.6873143262378121,1,-1.108705260555006,2,1,0,1,0,0,0,0,1,0
7553,-0.6872054190133686,-0.6873143262378121,0,0.5393371329147785,5,1,0,0,0,0,1,0,0,0
7554,-0.8585112688040403,-1.085872938147242,1,-1.108705260555006,4,1,0,0,1,0,1,0,0,0
7555,1.5119359672542212,1.2390522979910994,0,1.2718004189013494,1,0,0,1,0,0,0,0,1,0
7556,-0.3775155039315712,-0.2223292790101437,0,-1.2918210820516487,5,1,0,0,0,1,1,0,0,0
7557,-1.6315784757965228,0.0433764622628095,0,-0.5593577960650779,3,0,0,0,1,0,0,1,0,0
7558,-0.0894269497038341,0.2426557682175245,1,-0.0100103315751496,4,1,0,0,0,1,0,0,1,0
7559,0.9511566056531888,-0.5544614556013354,0,-1.6580527250449342,5,1,1,0,0,0,0,1,0,0
7560,-0.2335521668818159,0.1762293328992862,1,-0.0100103315751496,4,1,0,0,1,0,0,1,0,0
7561,0.1625541103939387,1.0397729920363843,1,1.2718004189013494,2,1,0,0,0,0,1,0,0,0
7562,-0.439821430886145,1.2390522979910994,1,0.7224529544114212,2,1,0,0,0,0,0,0,1,0
7563,-0.0760615053895429,0.9069201213999076,1,0.3562213114181358,5,1,0,0,1,0,1,0,0,0
7564,1.19269855267668,0.5083615094904779,0,-0.7424736175617206,2,0,0,0,0,1,0,0,1,0
7565,0.452777398335215,1.1061994273546227,1,0.7224529544114212,4,1,0,1,0,0,0,0,1,0
7566,0.5469556049731993,-1.5508579853749105,1,-1.108705260555006,2,0,1,0,0,0,0,1,0,0
7567,-1.7153041000158054,0.3755086388540011,1,-1.6580527250449342,2,1,1,0,0,0,0,1,0,0
7568,1.0521243109602407,1.1726258626728612,0,0.173105489921493,5,1,0,0,0,0,1,0,0,0
7569,0.1029380998245186,0.3755086388540011,1,0.905568775908064,2,1,0,0,0,0,0,0,0,0
7570,-0.9912491377364832,1.6376109099005294,1,1.638032061894635,5,1,0,0,0,1,0,1,0,0
7571,0.9417167939131263,1.4383316039458145,0,0.5393371329147785,1,0,0,0,0,1,0,0,0,0
7572,-0.0067944364838238,-1.4180051147384336,0,-0.9255894390583632,2,0,0,0,0,1,0,0,1,0
7573,0.2810283857118116,0.7076408154451928,1,-0.9255894390583632,2,1,0,1,0,0,0,0,1,0
7574,-1.5431091964920325,1.2390522979910994,0,1.2718004189013494,1,0,0,1,0,0,0,0,1,0
7575,-1.5385273511612936,-0.3551821496466204,0,-1.6580527250449342,4,1,0,0,0,1,1,0,0,0
7576,0.8939904272974196,0.3755086388540011,0,-0.9255894390583632,1,0,0,0,0,0,0,0,0,0
7577,-1.19195541307188,-0.5544614556013354,0,-0.1931261530717924,3,0,1,0,0,0,0,1,0,0
7578,0.6791031013426012,-0.2223292790101437,0,1.638032061894635,1,0,0,1,0,0,0,0,1,0
7579,1.4821004945134657,0.0433764622628095,0,0.905568775908064,3,0,0,1,0,0,0,1,0,0
7580,0.4901741638068836,-0.1559028436919054,0,-0.0100103315751496,2,0,1,0,0,0,0,1,0,0
7581,1.6644348024122957,1.2390522979910994,0,0.3562213114181358,4,1,0,1,0,0,1,0,0,0
7582,0.947307827488527,1.6376109099005294,0,1.0886845974047068,1,0,0,1,0,0,0,0,0,1
7583,0.877676743090913,1.2390522979910994,1,0.905568775908064,2,1,0,0,0,0,0,0,0,1
7584,0.285170950214278,1.2390522979910994,0,0.173105489921493,4,1,0,1,0,0,0,1,0,0
7585,0.0135390377336505,-1.5508579853749105,0,-1.6580527250449342,5,0,0,0,0,0,0,0,0,1
7586,0.8536303855679778,1.3054787333093376,1,-0.5593577960650779,3,1,0,0,0,1,0,0,1,0
7587,-1.0301089180788914,0.3755086388540011,0,1.638032061894635,5,1,0,0,0,0,0,0,0,1
7588,1.682156144937419,-0.6208878909195737,1,-0.9255894390583632,3,1,0,0,0,0,0,0,0,1
7589,-1.1493081855356535,1.5047580392640527,1,-0.7424736175617206,3,1,0,0,1,0,0,0,1,0
7590,1.7400702577591007,1.0397729920363843,1,-0.3762419745684351,4,1,1,0,0,0,1,0,0,0
7591,0.474792406496808,1.2390522979910994,1,-1.108705260555006,4,1,0,1,0,0,0,0,1,0
7592,-1.3342809015311317,-1.6172844206931485,1,-1.2918210820516487,3,0,0,0,0,0,0,1,0,0
7593,1.3229605505026076,0.6412143801269544,1,0.7224529544114212,1,1,0,0,0,1,0,0,0,1
7594,0.1314384124724214,-0.5544614556013354,1,-0.3762419745684351,3,1,0,0,0,1,1,0,0,0
7595,0.2002769051937343,0.5747879448087161,0,0.5393371329147785,3,0,0,0,0,1,0,0,1,0
7596,0.578810412925224,1.5047580392640527,0,-1.6580527250449342,1,0,1,0,0,0,1,0,0,0
7597,1.3847167824926316,-1.1522993734654805,0,0.5393371329147785,2,0,0,0,0,0,0,0,1,0
7598,0.5046054042212126,1.3054787333093376,1,0.7224529544114212,1,1,0,0,0,1,0,0,1,0
7599,0.4288912616140617,1.5047580392640527,1,-0.0100103315751496,2,1,0,0,0,1,1,0,0,0
7600,1.0145228325655251,1.7040373452187676,0,-0.0100103315751496,3,0,0,0,1,0,0,0,0,0
7601,-1.0823221564217127,-0.8865936321925271,1,-0.7424736175617206,1,0,0,1,0,0,0,0,1,0
7602,-0.96398091124499,-1.285152244101957,1,1.2718004189013494,4,1,0,1,0,0,0,0,1,0
7603,1.445567164437538,-0.7537407615560504,1,0.7224529544114212,3,1,0,0,1,0,0,0,1,0
7604,-1.295707701567047,-1.1522993734654805,1,0.5393371329147785,3,0,0,0,0,1,0,1,0,0
7605,-1.4124833291033547,-1.683710856011387,0,1.0886845974047068,4,0,0,0,1,0,0,1,0,0
7606,0.0993081707909794,-1.4180051147384336,0,-1.4749369035482915,4,0,0,0,1,0,0,0,0,0
7607,-0.780901375859859,0.3090822035357628,1,-0.9255894390583632,1,1,1,0,0,0,0,1,0,0
7608,-0.9690058093892124,-1.1522993734654805,0,1.454916240397992,1,0,0,0,1,0,0,0,0,0
7609,-0.3114986867913179,0.1098028975810478,1,-0.5593577960650779,4,1,0,0,0,0,0,0,1,0
7610,-0.5598247568446111,-0.8865936321925271,1,-0.0100103315751496,3,0,0,0,1,0,0,0,0,0
7611,0.6531876300704287,0.1098028975810478,1,-0.1931261530717924,2,1,1,0,0,0,0,0,0,0
7612,-0.1712256194522113,0.8404936860816694,0,0.7224529544114212,3,0,1,0,0,0,0,1,0,0
7613,0.3789742105323517,0.1098028975810478,1,0.3562213114181358,3,1,0,1,0,0,0,0,0,0
7614,-0.4467305553030651,1.7040373452187676,1,0.3562213114181358,3,1,0,1,0,0,0,0,1,0
7615,0.7000577396546869,1.571184474582291,0,0.3562213114181358,1,0,0,0,1,0,0,0,0,1
7616,-0.904108591376317,1.7040373452187676,1,1.2718004189013494,5,1,0,0,0,0,1,0,0,0
7617,0.8132012474127374,1.571184474582291,0,1.2718004189013494,3,0,0,1,0,0,1,0,0,0
7618,0.2011449112686356,1.7040373452187676,0,1.638032061894635,4,1,0,1,0,0,0,0,0,0
7619,0.2289015142861482,0.7076408154451928,0,1.454916240397992,4,1,0,1,0,0,0,0,0,0
7620,-1.0260541474902245,0.5083615094904779,1,1.454916240397992,2,1,0,0,0,0,0,0,0,1
7621,0.9816817050685224,-0.8201671968742887,1,-0.1931261530717924,4,1,1,0,0,0,1,0,0,0
7622,1.2817012140917794,-1.0194465028290036,1,-0.7424736175617206,5,1,0,0,0,0,1,0,0,0
7623,0.1183747125146992,1.5047580392640527,0,-1.6580527250449342,5,1,1,0,0,0,1,0,0,0
7624,1.4259976648416055,0.8404936860816694,1,1.2718004189013494,5,1,0,0,0,1,0,0,0,1
7625,-0.7748099203980863,1.1726258626728612,0,-0.5593577960650779,5,1,1,0,0,0,0,0,1,0
7626,0.5565201698641796,1.5047580392640527,0,0.3562213114181358,4,1,0,0,0,1,1,0,0,0
7627,-1.4226237465472145,-0.5544614556013354,1,-0.1931261530717924,5,1,0,0,0,0,0,0,0,0
7628,-0.5619584554372965,0.2426557682175245,1,-0.0100103315751496,2,1,0,0,1,0,0,1,0,0
7629,0.230478286528668,1.5047580392640527,1,1.638032061894635,2,1,0,0,1,0,0,1,0,0
7630,0.9492936821435632,0.7076408154451928,0,0.905568775908064,1,0,0,1,0,0,1,0,0,0
7631,-1.052669106921282,-0.1559028436919054,0,0.173105489921493,5,1,0,0,0,0,1,0,0,0
7632,-0.6034811511759637,0.1762293328992862,1,-1.2918210820516487,3,1,0,0,1,0,0,0,0,0
7633,-1.2403432279383622,1.7040373452187676,1,-0.9255894390583632,5,1,0,0,0,0,0,0,0,0
7634,1.022291596533378,-1.3515786794201954,1,0.5393371329147785,4,1,0,1,0,0,0,0,0,1
7635,1.009220430209171,1.6376109099005294,0,0.7224529544114212,4,1,0,1,0,0,1,0,0,0
7636,1.6358952913403468,-1.6172844206931485,1,-1.2918210820516487,3,0,0,0,1,0,1,0,0,0
7637,-1.4954008826732237,1.2390522979910994,1,1.0886845974047068,4,1,0,0,1,0,0,0,0,0
7638,-1.2894579409398383,-0.0894764083736671,1,-1.108705260555006,5,1,0,0,1,0,0,0,0,1
7639,0.9080489085214648,-0.9530200675107652,1,1.2718004189013494,3,0,1,0,0,0,0,0,1,0
7640,-1.5456192815360978,1.7040373452187676,0,-1.4749369035482915,1,0,0,0,0,1,1,0,0,0
7641,-0.7133759214093696,0.7740672507634311,1,-0.9255894390583632,1,1,0,0,1,0,0,0,0,1
7642,-0.3572155982375265,-0.2887557143283821,0,0.3562213114181358,2,0,0,0,1,0,0,0,0,0
7643,-1.32380017201941,0.3090822035357628,1,-0.5593577960650779,5,1,0,1,0,0,1,0,0,0
7644,-0.7032091761064275,0.973346556718146,1,-0.3762419745684351,1,1,1,0,0,0,0,1,0,0
7645,0.6230154201040987,0.1762293328992862,0,1.0886845974047068,5,1,0,0,1,0,0,0,0,0
7646,0.3820605854347188,0.3090822035357628,1,1.638032061894635,5,1,0,1,0,0,0,0,0,1
7647,1.704432574738454,1.7040373452187676,0,-0.9255894390583632,2,0,0,1,0,0,1,0,0,0
7648,1.7419663376718633,0.3090822035357628,1,1.2718004189013494,4,1,0,1,0,0,0,0,0,1
7649,0.1346076765750848,0.0433764622628095,0,1.2718004189013494,4,1,1,0,0,0,1,0,0,0
7650,-0.1310699616726001,0.5083615094904779,0,0.5393371329147785,1,0,0,0,0,0,0,0,0,0
7651,0.2548013575229846,1.7040373452187676,1,-0.0100103315751496,3,1,0,0,0,1,1,0,0,0
7652,0.2308575119104553,-1.085872938147242,1,-1.4749369035482915,2,0,0,1,0,0,0,0,1,0
7653,0.8494076925891688,-1.1522993734654805,1,1.2718004189013494,2,0,0,0,0,1,0,0,1,0
7654,-1.168907006405934,1.0397729920363843,1,-1.6580527250449342,3,1,1,0,0,0,1,0,0,0
7655,-1.5828338176567842,1.2390522979910994,1,1.2718004189013494,4,1,0,1,0,0,0,0,0,0
7656,-0.9219234991863896,0.6412143801269544,0,0.5393371329147785,4,1,0,0,0,1,1,0,0,0
7657,-1.0568677279778549,1.5047580392640527,1,-0.0100103315751496,4,1,0,0,0,1,0,0,0,0
7658,-1.2686591259132003,-0.2887557143283821,1,-1.2918210820516487,2,1,0,0,0,1,0,0,0,0
7659,-0.6583993179278891,1.4383316039458145,1,-1.2918210820516487,2,1,0,0,1,0,1,0,0,0
7660,-0.0595091938929217,-0.1559028436919054,0,-0.9255894390583632,5,1,0,0,0,0,0,0,1,0
7661,0.6688609383874776,1.1061994273546227,0,0.5393371329147785,5,1,0,0,0,0,0,0,1,0
7662,-1.1451481256832117,-0.0894764083736671,0,1.2718004189013494,1,0,1,0,0,0,0,1,0,0
7663,-0.001486624747362,-0.6873143262378121,1,0.5393371329147785,4,1,0,1,0,0,0,1,0,0
7664,1.695217621614611,0.3090822035357628,1,0.7224529544114212,5,1,0,0,0,1,0,0,1,0
7665,-0.5774574055394578,0.2426557682175245,1,0.3562213114181358,5,1,1,0,0,0,0,0,0,0
7666,1.6653122619483127,-0.4216085849648587,1,-1.2918210820516487,1,1,0,1,0,0,0,0,1,0
7667,-0.0289748097206859,-1.3515786794201954,0,-1.4749369035482915,3,0,1,0,0,0,0,0,0,0
7668,0.891553220184102,1.4383316039458145,0,0.905568775908064,4,1,0,0,0,1,0,0,1,0
7669,0.3102074303571793,-1.085872938147242,0,1.2718004189013494,3,0,0,0,0,1,1,0,0,0
7670,0.5672843277569988,1.1726258626728612,1,0.173105489921493,2,1,0,0,1,0,0,1,0,0
7671,-1.08112489262255,1.3054787333093376,1,0.7224529544114212,1,1,0,0,0,0,1,0,0,0
7672,0.24676921133172,1.7040373452187676,1,1.454916240397992,4,1,0,0,0,0,0,0,0,1
7673,0.3771783373074187,-1.4180051147384336,0,1.2718004189013494,2,0,1,0,0,0,0,0,0,0
7674,1.4381505440050577,0.2426557682175245,0,-0.0100103315751496,4,1,0,0,0,1,0,1,0,0
7675,1.6573511257706424,-1.3515786794201954,1,0.173105489921493,3,0,1,0,0,0,0,0,0,1
7676,0.8686559010353185,-1.0194465028290036,1,1.454916240397992,2,0,0,0,0,1,0,0,0,1
7677,1.193735525661812,-1.0194465028290036,0,0.905568775908064,5,0,0,0,0,0,1,0,0,0
7678,-1.591905965194319,0.6412143801269544,0,-0.9255894390583632,2,0,0,0,0,0,0,0,0,0
7679,-0.2603619162950787,0.973346556718146,1,-0.1931261530717924,2,1,1,0,0,0,1,0,0,0
7680,0.8163060472252974,1.0397729920363843,1,1.638032061894635,5,1,1,0,0,0,0,0,0,0
7681,1.0077700535735927,1.1061994273546227,0,-0.1931261530717924,1,0,0,0,0,0,1,0,0,0
7682,1.394036224981271,1.0397729920363843,0,0.905568775908064,5,1,0,0,0,1,0,0,0,1
7683,-1.1295550391118347,0.973346556718146,1,-0.9255894390583632,4,1,0,0,0,0,1,0,0,0
7684,0.6023534715524289,-0.8865936321925271,1,-0.3762419745684351,1,0,1,0,0,0,0,0,0,1
7685,0.926702858785024,-0.8865936321925271,0,-1.108705260555006,2,0,0,0,1,0,0,0,1,0
7686,0.6639028757915849,1.571184474582291,0,0.3562213114181358,2,0,0,1,0,0,0,0,1,0
7687,-0.0826610382938981,0.4419350741722395,0,1.638032061894635,3,0,0,0,0,0,0,1,0,0
7688,-1.437957427856012,-1.2187258087837187,1,0.5393371329147785,3,0,0,0,1,0,0,1,0,0
7689,-1.0667959187744993,-0.5544614556013354,1,-1.2918210820516487,2,1,1,0,0,0,1,0,0,0
7690,1.0022896273007944,0.9069201213999076,0,-0.5593577960650779,2,0,0,0,1,0,0,0,0,1
7691,-1.167957437145856,-1.6172844206931485,0,-0.5593577960650779,2,0,1,0,0,0,0,0,1,0
7692,-0.8211385997167191,-0.4216085849648587,0,1.0886845974047068,5,1,1,0,0,0,0,0,0,1
7693,-0.3948003905804802,0.5083615094904779,0,1.0886845974047068,3,0,0,0,0,1,0,0,0,0
7694,1.2689014952574265,0.1098028975810478,0,-0.3762419745684351,1,0,0,1,0,0,0,0,1,0
7695,1.0494071970457828,0.4419350741722395,0,1.454916240397992,5,1,0,0,1,0,0,0,0,0
7696,-0.0638534165671374,0.7076408154451928,1,0.905568775908064,2,1,0,0,1,0,0,0,1,0
7697,1.2181138894621586,-0.4216085849648587,1,-0.1931261530717924,5,1,0,0,0,0,1,0,0,0
7698,1.3895740768566696,-0.7537407615560504,0,-1.108705260555006,4,1,0,0,0,1,0,0,0,1
7699,-1.2238832826012398,0.6412143801269544,0,0.173105489921493,4,1,0,0,0,0,0,1,0,0
7700,1.1177530746682114,0.8404936860816694,1,0.7224529544114212,1,1,0,0,0,0,1,0,0,0
7701,-1.590641165483334,-0.0230499730554287,1,0.905568775908064,1,1,1,0,0,0,0,0,1,0
7702,1.03897596968846,1.571184474582291,1,1.454916240397992,5,1,1,0,0,0,0,1,0,0
7703,-1.6728065654154098,-1.4180051147384336,1,-0.7424736175617206,1,0,0,0,0,0,1,0,0,0
7704,-1.0375138571906115,-1.285152244101957,0,-0.1931261530717924,4,0,0,1,0,0,0,0,0,0
7705,-0.1279560687029232,-1.6172844206931485,1,-0.3762419745684351,3,0,0,0,0,1,0,0,1,0
7706,-0.6691712325994467,0.6412143801269544,0,1.0886845974047068,4,1,1,0,0,0,0,0,0,1
7707,0.6827119688600946,1.6376109099005294,0,-1.4749369035482915,4,1,0,1,0,0,0,1,0,0
